t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1560276383,2520289,5035,338.435792,127,631.763633,150.000000,166.000000,2271.000000,2421.000000,2912.000000,4789.000000
1560276441,2292084,8560,329.332298,126,652.434886,157.000000,173.000000,2206.000000,2345.000000,2453.000000,7173.000000
1560276451,4792021,8560,287.483001,126,578.468233,152.000000,164.000000,2131.000000,2331.000000,2489.000000,5238.000000
